starttime	seconds	ctime	dtime	ttime	wait
Tue Nov 20 08:46:56 2012	1353368816	0	5	5	5
Tue Nov 20 08:46:56 2012	1353368816	0	6	6	6
Tue Nov 20 08:46:55 2012	1353368815	0	6	6	6
Tue Nov 20 08:46:55 2012	1353368815	0	6	6	6
Tue Nov 20 08:46:56 2012	1353368816	0	6	6	6
Tue Nov 20 08:46:56 2012	1353368816	0	6	6	6
Tue Nov 20 08:46:56 2012	1353368816	0	6	6	6
Tue Nov 20 08:46:56 2012	1353368816	0	7	7	7
Tue Nov 20 08:46:56 2012	1353368816	0	7	7	7
Tue Nov 20 08:46:56 2012	1353368816	0	7	7	7
Tue Nov 20 08:46:56 2012	1353368816	0	7	7	7
Tue Nov 20 08:46:56 2012	1353368816	0	7	7	7
Tue Nov 20 08:46:56 2012	1353368816	0	7	7	7
Tue Nov 20 08:46:56 2012	1353368816	0	8	8	8
Tue Nov 20 08:46:56 2012	1353368816	0	8	8	8
Tue Nov 20 08:46:56 2012	1353368816	0	8	8	8
Tue Nov 20 08:46:56 2012	1353368816	0	8	8	8
Tue Nov 20 08:46:56 2012	1353368816	0	8	8	8
Tue Nov 20 08:46:56 2012	1353368816	0	8	8	8
Tue Nov 20 08:46:56 2012	1353368816	0	8	8	8
Tue Nov 20 08:46:56 2012	1353368816	0	8	8	8
Tue Nov 20 08:46:56 2012	1353368816	0	8	8	8
Tue Nov 20 08:46:56 2012	1353368816	0	9	9	8
Tue Nov 20 08:46:56 2012	1353368816	0	9	9	8
Tue Nov 20 08:46:56 2012	1353368816	0	9	9	9
Tue Nov 20 08:46:56 2012	1353368816	0	9	9	9
Tue Nov 20 08:46:56 2012	1353368816	0	9	9	9
Tue Nov 20 08:46:56 2012	1353368816	0	9	9	9
Tue Nov 20 08:46:56 2012	1353368816	0	9	9	9
Tue Nov 20 08:46:56 2012	1353368816	0	9	9	9
Tue Nov 20 08:46:56 2012	1353368816	0	9	9	9
Tue Nov 20 08:46:56 2012	1353368816	0	9	9	9
Tue Nov 20 08:46:56 2012	1353368816	0	9	9	9
Tue Nov 20 08:46:56 2012	1353368816	0	9	9	9
Tue Nov 20 08:46:56 2012	1353368816	0	9	9	9
Tue Nov 20 08:46:55 2012	1353368815	0	9	9	9
Tue Nov 20 08:46:56 2012	1353368816	0	9	9	9
Tue Nov 20 08:46:56 2012	1353368816	0	9	9	9
Tue Nov 20 08:46:56 2012	1353368816	0	9	9	9
Tue Nov 20 08:46:56 2012	1353368816	0	9	9	9
Tue Nov 20 08:46:56 2012	1353368816	0	9	9	9
Tue Nov 20 08:46:56 2012	1353368816	0	9	9	9
Tue Nov 20 08:46:56 2012	1353368816	0	9	9	9
Tue Nov 20 08:46:56 2012	1353368816	0	9	9	9
Tue Nov 20 08:46:56 2012	1353368816	0	9	9	9
Tue Nov 20 08:46:56 2012	1353368816	0	9	9	9
