starttime	seconds	ctime	dtime	ttime	wait
Tue Nov 20 08:45:42 2012	1353368742	0	15	15	15
Tue Nov 20 08:45:42 2012	1353368742	0	15	15	15
Tue Nov 20 08:45:42 2012	1353368742	0	15	15	15
Tue Nov 20 08:45:33 2012	1353368733	1	23	24	23
Tue Nov 20 08:45:42 2012	1353368742	0	27	27	27
Tue Nov 20 08:45:42 2012	1353368742	0	27	27	27
Tue Nov 20 08:45:42 2012	1353368742	0	27	27	27
Tue Nov 20 08:45:42 2012	1353368742	0	27	27	27
Tue Nov 20 08:45:42 2012	1353368742	0	27	27	27
Tue Nov 20 08:45:42 2012	1353368742	0	27	27	27
Tue Nov 20 08:45:33 2012	1353368733	0	31	31	31
Tue Nov 20 08:45:33 2012	1353368733	0	31	31	31
Tue Nov 20 08:45:33 2012	1353368733	0	31	31	31
Tue Nov 20 08:45:33 2012	1353368733	0	31	31	31
Tue Nov 20 08:45:33 2012	1353368733	0	31	31	31
Tue Nov 20 08:45:33 2012	1353368733	0	31	31	31
Tue Nov 20 08:45:39 2012	1353368739	0	31	31	31
Tue Nov 20 08:45:39 2012	1353368739	0	31	31	31
Tue Nov 20 08:45:43 2012	1353368743	0	33	33	33
Tue Nov 20 08:45:39 2012	1353368739	0	35	35	35
Tue Nov 20 08:45:39 2012	1353368739	0	35	35	35
Tue Nov 20 08:45:34 2012	1353368734	0	35	35	35
Tue Nov 20 08:45:35 2012	1353368735	0	36	36	36
Tue Nov 20 08:45:35 2012	1353368735	0	36	36	36
Tue Nov 20 08:45:39 2012	1353368739	0	36	36	36
Tue Nov 20 08:45:34 2012	1353368734	0	36	36	36
Tue Nov 20 08:45:42 2012	1353368742	0	36	36	36
Tue Nov 20 08:45:42 2012	1353368742	0	36	36	36
Tue Nov 20 08:45:38 2012	1353368738	0	37	37	37
Tue Nov 20 08:45:35 2012	1353368735	0	38	38	38
Tue Nov 20 08:45:38 2012	1353368738	0	38	38	38
Tue Nov 20 08:45:36 2012	1353368736	0	39	39	39
Tue Nov 20 08:45:38 2012	1353368738	0	39	39	39
Tue Nov 20 08:45:38 2012	1353368738	0	39	39	39
Tue Nov 20 08:45:38 2012	1353368738	0	40	40	40
Tue Nov 20 08:45:38 2012	1353368738	0	40	40	40
Tue Nov 20 08:45:36 2012	1353368736	0	40	40	40
Tue Nov 20 08:45:39 2012	1353368739	0	40	40	40
Tue Nov 20 08:45:39 2012	1353368739	0	40	40	40
Tue Nov 20 08:45:37 2012	1353368737	0	41	41	40
Tue Nov 20 08:45:40 2012	1353368740	0	41	41	41
Tue Nov 20 08:45:40 2012	1353368740	0	41	41	41
Tue Nov 20 08:45:40 2012	1353368740	0	41	41	41
Tue Nov 20 08:45:40 2012	1353368740	0	41	41	41
Tue Nov 20 08:45:36 2012	1353368736	0	41	41	41
Tue Nov 20 08:45:36 2012	1353368736	0	41	41	41
Tue Nov 20 08:45:36 2012	1353368736	0	41	41	41
Tue Nov 20 08:45:36 2012	1353368736	0	41	41	41
Tue Nov 20 08:45:37 2012	1353368737	0	42	42	42
Tue Nov 20 08:45:37 2012	1353368737	0	42	42	42
Tue Nov 20 08:45:40 2012	1353368740	0	43	43	43
Tue Nov 20 08:45:40 2012	1353368740	0	43	43	43
Tue Nov 20 08:45:41 2012	1353368741	0	43	43	43
Tue Nov 20 08:45:41 2012	1353368741	0	43	43	43
Tue Nov 20 08:45:40 2012	1353368740	0	43	43	43
Tue Nov 20 08:45:41 2012	1353368741	0	44	44	44
Tue Nov 20 08:45:35 2012	1353368735	0	44	44	44
Tue Nov 20 08:45:35 2012	1353368735	0	44	44	44
Tue Nov 20 08:45:40 2012	1353368740	0	47	47	47
Tue Nov 20 08:45:40 2012	1353368740	0	47	47	47
Tue Nov 20 08:45:40 2012	1353368740	0	47	47	47
Tue Nov 20 08:45:37 2012	1353368737	0	47	47	47
Tue Nov 20 08:45:37 2012	1353368737	0	47	47	47
Tue Nov 20 08:45:40 2012	1353368740	0	48	48	48
Tue Nov 20 08:45:40 2012	1353368740	0	48	48	48
Tue Nov 20 08:45:39 2012	1353368739	0	49	49	49
Tue Nov 20 08:45:39 2012	1353368739	0	49	49	49
Tue Nov 20 08:45:39 2012	1353368739	0	49	49	49
Tue Nov 20 08:45:36 2012	1353368736	0	50	50	50
Tue Nov 20 08:45:36 2012	1353368736	0	50	50	50
Tue Nov 20 08:45:36 2012	1353368736	0	50	50	50
Tue Nov 20 08:45:36 2012	1353368736	0	50	50	50
Tue Nov 20 08:45:36 2012	1353368736	0	51	51	51
Tue Nov 20 08:45:35 2012	1353368735	0	53	53	53
Tue Nov 20 08:45:35 2012	1353368735	0	53	53	53
Tue Nov 20 08:45:35 2012	1353368735	0	53	53	53
Tue Nov 20 08:45:35 2012	1353368735	0	53	53	53
Tue Nov 20 08:45:35 2012	1353368735	0	53	53	53
Tue Nov 20 08:45:40 2012	1353368740	0	55	55	55
Tue Nov 20 08:45:40 2012	1353368740	0	55	55	55
