starttime	seconds	ctime	dtime	ttime	wait
Tue Nov 20 08:46:03 2012	1353368763	0	4	4	4
Tue Nov 20 08:46:03 2012	1353368763	0	4	4	4
Tue Nov 20 08:46:03 2012	1353368763	0	4	4	4
Tue Nov 20 08:46:02 2012	1353368762	0	4	4	4
Tue Nov 20 08:46:02 2012	1353368762	0	5	5	5
Tue Nov 20 08:46:03 2012	1353368763	0	5	5	5
Tue Nov 20 08:46:03 2012	1353368763	0	5	5	5
Tue Nov 20 08:46:03 2012	1353368763	0	5	5	5
Tue Nov 20 08:46:02 2012	1353368762	0	5	5	5
Tue Nov 20 08:46:01 2012	1353368761	0	5	5	5
Tue Nov 20 08:46:01 2012	1353368761	0	5	5	5
Tue Nov 20 08:46:03 2012	1353368763	0	5	5	5
Tue Nov 20 08:46:03 2012	1353368763	0	5	5	5
Tue Nov 20 08:46:03 2012	1353368763	0	5	5	5
Tue Nov 20 08:46:02 2012	1353368762	0	5	5	5
Tue Nov 20 08:46:03 2012	1353368763	0	5	5	5
Tue Nov 20 08:46:02 2012	1353368762	0	5	5	5
Tue Nov 20 08:46:02 2012	1353368762	0	5	5	5
Tue Nov 20 08:46:01 2012	1353368761	0	6	6	5
Tue Nov 20 08:46:03 2012	1353368763	0	6	6	5
Tue Nov 20 08:46:03 2012	1353368763	0	6	6	6
Tue Nov 20 08:46:03 2012	1353368763	0	6	6	6
Tue Nov 20 08:46:03 2012	1353368763	0	6	6	6
Tue Nov 20 08:46:00 2012	1353368760	0	6	6	6
Tue Nov 20 08:46:01 2012	1353368761	0	6	6	6
Tue Nov 20 08:46:00 2012	1353368760	0	6	6	6
Tue Nov 20 08:46:02 2012	1353368762	0	6	6	6
Tue Nov 20 08:46:01 2012	1353368761	0	6	6	6
Tue Nov 20 08:46:02 2012	1353368762	0	6	6	6
Tue Nov 20 08:46:03 2012	1353368763	0	6	6	6
Tue Nov 20 08:46:01 2012	1353368761	0	6	6	6
Tue Nov 20 08:46:03 2012	1353368763	0	6	6	6
Tue Nov 20 08:46:02 2012	1353368762	0	6	6	6
Tue Nov 20 08:46:01 2012	1353368761	0	6	6	6
Tue Nov 20 08:46:01 2012	1353368761	0	6	6	6
Tue Nov 20 08:46:03 2012	1353368763	0	6	6	6
Tue Nov 20 08:46:03 2012	1353368763	0	6	6	6
Tue Nov 20 08:46:02 2012	1353368762	0	6	6	6
Tue Nov 20 08:46:02 2012	1353368762	0	6	6	6
Tue Nov 20 08:46:02 2012	1353368762	0	6	6	6
Tue Nov 20 08:46:02 2012	1353368762	0	6	6	6
Tue Nov 20 08:46:02 2012	1353368762	0	6	6	6
Tue Nov 20 08:46:03 2012	1353368763	0	6	6	6
Tue Nov 20 08:46:03 2012	1353368763	0	6	6	6
Tue Nov 20 08:46:02 2012	1353368762	0	6	6	6
Tue Nov 20 08:46:03 2012	1353368763	0	6	6	6
Tue Nov 20 08:46:01 2012	1353368761	0	6	6	6
Tue Nov 20 08:46:04 2012	1353368764	0	6	6	6
Tue Nov 20 08:46:01 2012	1353368761	0	6	6	6
Tue Nov 20 08:46:01 2012	1353368761	0	6	6	6
Tue Nov 20 08:46:03 2012	1353368763	0	6	6	6
Tue Nov 20 08:46:01 2012	1353368761	0	6	6	6
Tue Nov 20 08:46:04 2012	1353368764	0	6	6	6
Tue Nov 20 08:46:04 2012	1353368764	0	6	6	6
Tue Nov 20 08:46:02 2012	1353368762	0	6	6	6
Tue Nov 20 08:46:03 2012	1353368763	0	6	6	6
Tue Nov 20 08:46:03 2012	1353368763	0	6	6	6
Tue Nov 20 08:46:03 2012	1353368763	0	6	6	6
Tue Nov 20 08:46:02 2012	1353368762	0	6	6	6
Tue Nov 20 08:46:04 2012	1353368764	0	6	6	6
Tue Nov 20 08:46:01 2012	1353368761	0	6	6	6
Tue Nov 20 08:46:03 2012	1353368763	0	6	6	6
Tue Nov 20 08:46:02 2012	1353368762	0	6	6	6
Tue Nov 20 08:46:03 2012	1353368763	0	6	6	6
Tue Nov 20 08:46:03 2012	1353368763	0	6	6	6
Tue Nov 20 08:46:02 2012	1353368762	0	6	6	6
Tue Nov 20 08:46:00 2012	1353368760	0	6	6	6
Tue Nov 20 08:46:03 2012	1353368763	0	6	6	6
Tue Nov 20 08:46:03 2012	1353368763	0	6	6	6
Tue Nov 20 08:46:03 2012	1353368763	0	6	6	6
Tue Nov 20 08:46:02 2012	1353368762	0	6	6	6
Tue Nov 20 08:46:02 2012	1353368762	0	6	6	6
Tue Nov 20 08:46:02 2012	1353368762	0	6	6	6
Tue Nov 20 08:46:03 2012	1353368763	0	6	6	6
Tue Nov 20 08:46:03 2012	1353368763	0	6	6	6
Tue Nov 20 08:46:02 2012	1353368762	0	6	6	6
Tue Nov 20 08:46:02 2012	1353368762	0	6	6	6
Tue Nov 20 08:46:02 2012	1353368762	0	6	6	6
Tue Nov 20 08:46:03 2012	1353368763	0	6	6	6
Tue Nov 20 08:46:01 2012	1353368761	0	6	6	6
Tue Nov 20 08:46:01 2012	1353368761	0	6	6	6
Tue Nov 20 08:46:04 2012	1353368764	0	6	6	6
Tue Nov 20 08:46:01 2012	1353368761	0	6	6	6
Tue Nov 20 08:46:01 2012	1353368761	0	6	6	6
Tue Nov 20 08:46:02 2012	1353368762	0	6	6	6
Tue Nov 20 08:46:02 2012	1353368762	0	6	6	6
Tue Nov 20 08:46:03 2012	1353368763	0	6	6	6
Tue Nov 20 08:46:02 2012	1353368762	0	6	6	6
Tue Nov 20 08:46:00 2012	1353368760	0	6	6	6
Tue Nov 20 08:46:01 2012	1353368761	0	6	6	6
Tue Nov 20 08:46:03 2012	1353368763	0	6	6	6
Tue Nov 20 08:46:02 2012	1353368762	0	6	6	6
Tue Nov 20 08:46:02 2012	1353368762	0	6	6	6
Tue Nov 20 08:46:01 2012	1353368761	0	6	6	6
Tue Nov 20 08:46:03 2012	1353368763	0	6	6	6
Tue Nov 20 08:46:02 2012	1353368762	0	6	6	6
Tue Nov 20 08:46:02 2012	1353368762	0	6	6	6
Tue Nov 20 08:46:02 2012	1353368762	0	6	6	6
Tue Nov 20 08:46:02 2012	1353368762	0	6	6	6
Tue Nov 20 08:46:02 2012	1353368762	0	6	6	6
Tue Nov 20 08:46:03 2012	1353368763	0	6	6	6
Tue Nov 20 08:46:03 2012	1353368763	0	6	6	6
