starttime	seconds	ctime	dtime	ttime	wait
Tue Nov 20 08:46:13 2012	1353368773	0	12	12	12
Tue Nov 20 08:46:13 2012	1353368773	0	12	12	12
Tue Nov 20 08:46:13 2012	1353368773	0	13	13	13
Tue Nov 20 08:46:13 2012	1353368773	0	13	13	13
Tue Nov 20 08:46:13 2012	1353368773	0	13	13	13
Tue Nov 20 08:46:13 2012	1353368773	0	13	13	13
Tue Nov 20 08:46:13 2012	1353368773	0	13	13	13
Tue Nov 20 08:46:14 2012	1353368774	0	13	13	13
Tue Nov 20 08:46:13 2012	1353368773	0	13	13	13
Tue Nov 20 08:46:13 2012	1353368773	0	13	13	13
Tue Nov 20 08:46:14 2012	1353368774	0	13	13	13
Tue Nov 20 08:46:13 2012	1353368773	0	13	13	13
Tue Nov 20 08:46:12 2012	1353368772	0	13	13	13
Tue Nov 20 08:46:13 2012	1353368773	0	13	13	13
Tue Nov 20 08:46:13 2012	1353368773	0	13	13	13
Tue Nov 20 08:46:13 2012	1353368773	0	13	13	13
Tue Nov 20 08:46:12 2012	1353368772	0	13	13	13
Tue Nov 20 08:46:13 2012	1353368773	0	13	13	13
Tue Nov 20 08:46:13 2012	1353368773	0	13	13	13
Tue Nov 20 08:46:13 2012	1353368773	0	13	13	13
Tue Nov 20 08:46:14 2012	1353368774	0	13	13	13
Tue Nov 20 08:46:13 2012	1353368773	0	13	13	13
Tue Nov 20 08:46:13 2012	1353368773	0	13	13	13
Tue Nov 20 08:46:14 2012	1353368774	0	14	14	14
Tue Nov 20 08:46:14 2012	1353368774	0	14	14	14
Tue Nov 20 08:46:13 2012	1353368773	0	14	14	14
Tue Nov 20 08:46:14 2012	1353368774	0	14	14	14
Tue Nov 20 08:46:14 2012	1353368774	0	14	14	14
Tue Nov 20 08:46:13 2012	1353368773	0	14	14	14
Tue Nov 20 08:46:13 2012	1353368773	0	14	14	14
Tue Nov 20 08:46:13 2012	1353368773	0	14	14	14
Tue Nov 20 08:46:12 2012	1353368772	0	14	14	14
Tue Nov 20 08:46:13 2012	1353368773	0	14	14	14
Tue Nov 20 08:46:12 2012	1353368772	0	14	14	14
Tue Nov 20 08:46:14 2012	1353368774	0	14	14	14
Tue Nov 20 08:46:12 2012	1353368772	0	14	14	14
Tue Nov 20 08:46:12 2012	1353368772	0	14	14	14
Tue Nov 20 08:46:15 2012	1353368775	0	14	14	14
Tue Nov 20 08:46:14 2012	1353368774	0	14	14	14
Tue Nov 20 08:46:14 2012	1353368774	0	14	14	14
Tue Nov 20 08:46:12 2012	1353368772	0	14	14	14
Tue Nov 20 08:46:15 2012	1353368775	0	14	14	14
Tue Nov 20 08:46:12 2012	1353368772	0	14	14	14
Tue Nov 20 08:46:12 2012	1353368772	0	14	14	14
Tue Nov 20 08:46:13 2012	1353368773	0	14	14	14
Tue Nov 20 08:46:12 2012	1353368772	0	14	14	14
Tue Nov 20 08:46:13 2012	1353368773	0	14	14	14
Tue Nov 20 08:46:13 2012	1353368773	0	14	14	14
Tue Nov 20 08:46:13 2012	1353368773	0	14	14	14
Tue Nov 20 08:46:12 2012	1353368772	0	14	14	14
Tue Nov 20 08:46:14 2012	1353368774	0	14	14	14
Tue Nov 20 08:46:14 2012	1353368774	0	14	14	14
Tue Nov 20 08:46:14 2012	1353368774	0	14	14	14
Tue Nov 20 08:46:14 2012	1353368774	0	14	14	14
Tue Nov 20 08:46:13 2012	1353368773	0	14	14	14
Tue Nov 20 08:46:13 2012	1353368773	0	14	14	14
Tue Nov 20 08:46:12 2012	1353368772	0	14	14	14
Tue Nov 20 08:46:14 2012	1353368774	0	14	14	14
Tue Nov 20 08:46:12 2012	1353368772	0	14	14	14
Tue Nov 20 08:46:14 2012	1353368774	0	14	14	14
Tue Nov 20 08:46:14 2012	1353368774	0	14	14	14
Tue Nov 20 08:46:13 2012	1353368773	0	14	14	14
Tue Nov 20 08:46:14 2012	1353368774	0	14	14	14
Tue Nov 20 08:46:12 2012	1353368772	0	14	14	14
Tue Nov 20 08:46:13 2012	1353368773	0	14	14	14
Tue Nov 20 08:46:12 2012	1353368772	0	14	14	14
Tue Nov 20 08:46:14 2012	1353368774	0	14	14	14
Tue Nov 20 08:46:12 2012	1353368772	0	14	14	14
Tue Nov 20 08:46:14 2012	1353368774	0	14	14	14
