starttime	seconds	ctime	dtime	ttime	wait
Tue Nov 20 08:46:32 2012	1353368792	1	122	123	122
Tue Nov 20 08:46:32 2012	1353368792	1	122	123	122
Tue Nov 20 08:46:32 2012	1353368792	1	122	123	122
Tue Nov 20 08:46:32 2012	1353368792	1	122	123	122
Tue Nov 20 08:46:32 2012	1353368792	1	122	123	122
Tue Nov 20 08:46:32 2012	1353368792	1	122	123	122
Tue Nov 20 08:46:32 2012	1353368792	1	122	123	122
Tue Nov 20 08:46:32 2012	1353368792	1	122	123	122
Tue Nov 20 08:46:32 2012	1353368792	1	122	123	122
Tue Nov 20 08:46:32 2012	1353368792	1	122	123	122
Tue Nov 20 08:46:32 2012	1353368792	1	122	123	122
Tue Nov 20 08:46:32 2012	1353368792	1	122	123	122
Tue Nov 20 08:46:32 2012	1353368792	1	122	123	122
Tue Nov 20 08:46:32 2012	1353368792	1	122	123	122
Tue Nov 20 08:46:32 2012	1353368792	1	122	123	122
Tue Nov 20 08:46:32 2012	1353368792	1	122	123	122
Tue Nov 20 08:46:32 2012	1353368792	1	122	123	122
Tue Nov 20 08:46:32 2012	1353368792	1	122	123	122
Tue Nov 20 08:46:32 2012	1353368792	1	122	123	122
Tue Nov 20 08:46:33 2012	1353368793	0	224	224	224
Tue Nov 20 08:46:33 2012	1353368793	0	226	226	226
Tue Nov 20 08:46:33 2012	1353368793	0	226	226	226
Tue Nov 20 08:46:33 2012	1353368793	0	226	226	226
Tue Nov 20 08:46:33 2012	1353368793	0	226	226	226
Tue Nov 20 08:46:33 2012	1353368793	0	226	226	226
Tue Nov 20 08:46:33 2012	1353368793	0	226	226	226
Tue Nov 20 08:46:33 2012	1353368793	0	226	226	226
Tue Nov 20 08:46:33 2012	1353368793	0	226	226	226
Tue Nov 20 08:46:33 2012	1353368793	0	226	226	226
Tue Nov 20 08:46:33 2012	1353368793	0	226	226	226
Tue Nov 20 08:46:33 2012	1353368793	0	226	226	226
Tue Nov 20 08:46:33 2012	1353368793	0	226	226	226
Tue Nov 20 08:46:33 2012	1353368793	0	226	226	226
Tue Nov 20 08:46:33 2012	1353368793	0	226	226	226
Tue Nov 20 08:46:33 2012	1353368793	0	226	226	226
Tue Nov 20 08:46:33 2012	1353368793	0	226	226	226
Tue Nov 20 08:46:33 2012	1353368793	0	226	226	226
Tue Nov 20 08:46:33 2012	1353368793	0	226	226	226
Tue Nov 20 08:46:33 2012	1353368793	0	226	226	226
Tue Nov 20 08:46:40 2012	1353368800	0	231	231	231
Tue Nov 20 08:46:40 2012	1353368800	0	231	231	231
Tue Nov 20 08:46:40 2012	1353368800	0	231	231	231
Tue Nov 20 08:46:42 2012	1353368802	0	234	234	234
Tue Nov 20 08:46:42 2012	1353368802	0	234	234	234
Tue Nov 20 08:46:42 2012	1353368802	0	234	234	234
Tue Nov 20 08:46:42 2012	1353368802	0	234	234	234
Tue Nov 20 08:46:42 2012	1353368802	0	234	234	234
Tue Nov 20 08:46:42 2012	1353368802	0	234	234	234
Tue Nov 20 08:46:42 2012	1353368802	0	234	234	234
Tue Nov 20 08:46:42 2012	1353368802	0	234	234	234
Tue Nov 20 08:46:42 2012	1353368802	0	234	234	234
Tue Nov 20 08:46:42 2012	1353368802	0	234	234	234
Tue Nov 20 08:46:42 2012	1353368802	0	234	234	234
Tue Nov 20 08:46:42 2012	1353368802	0	234	234	234
Tue Nov 20 08:46:42 2012	1353368802	0	234	234	234
Tue Nov 20 08:46:42 2012	1353368802	0	234	234	234
Tue Nov 20 08:46:42 2012	1353368802	0	234	234	234
Tue Nov 20 08:46:42 2012	1353368802	0	234	234	234
Tue Nov 20 08:46:42 2012	1353368802	0	234	234	234
Tue Nov 20 08:46:42 2012	1353368802	0	234	234	234
Tue Nov 20 08:46:42 2012	1353368802	0	234	234	234
Tue Nov 20 08:46:41 2012	1353368801	0	235	235	235
Tue Nov 20 08:46:41 2012	1353368801	0	235	235	235
