starttime	seconds	ctime	dtime	ttime	wait
Tue Nov 20 08:47:02 2012	1353368822	0	3	3	2
Tue Nov 20 08:47:03 2012	1353368823	0	5	5	5
Tue Nov 20 08:47:03 2012	1353368823	0	5	5	5
Tue Nov 20 08:47:03 2012	1353368823	0	5	5	5
Tue Nov 20 08:47:03 2012	1353368823	0	5	5	5
Tue Nov 20 08:47:02 2012	1353368822	0	5	5	5
Tue Nov 20 08:47:02 2012	1353368822	0	5	5	5
Tue Nov 20 08:47:03 2012	1353368823	0	5	5	5
Tue Nov 20 08:47:03 2012	1353368823	0	5	5	5
Tue Nov 20 08:47:02 2012	1353368822	0	5	5	5
Tue Nov 20 08:47:03 2012	1353368823	0	6	6	5
Tue Nov 20 08:47:03 2012	1353368823	0	6	6	6
Tue Nov 20 08:47:02 2012	1353368822	0	6	6	6
Tue Nov 20 08:47:02 2012	1353368822	0	6	6	6
Tue Nov 20 08:47:03 2012	1353368823	0	6	6	6
Tue Nov 20 08:47:02 2012	1353368822	0	6	6	6
Tue Nov 20 08:47:02 2012	1353368822	0	6	6	6
Tue Nov 20 08:47:02 2012	1353368822	0	6	6	6
Tue Nov 20 08:47:02 2012	1353368822	0	6	6	6
Tue Nov 20 08:47:02 2012	1353368822	0	6	6	6
Tue Nov 20 08:47:02 2012	1353368822	0	6	6	6
Tue Nov 20 08:47:02 2012	1353368822	0	6	6	6
Tue Nov 20 08:47:02 2012	1353368822	0	6	6	6
Tue Nov 20 08:47:02 2012	1353368822	0	6	6	6
Tue Nov 20 08:47:02 2012	1353368822	0	6	6	6
Tue Nov 20 08:47:02 2012	1353368822	0	6	6	6
Tue Nov 20 08:47:02 2012	1353368822	0	6	6	6
Tue Nov 20 08:47:02 2012	1353368822	0	6	6	6
Tue Nov 20 08:47:02 2012	1353368822	0	6	6	6
Tue Nov 20 08:47:02 2012	1353368822	0	6	6	6
Tue Nov 20 08:47:02 2012	1353368822	0	6	6	6
Tue Nov 20 08:47:02 2012	1353368822	0	6	6	6
Tue Nov 20 08:47:02 2012	1353368822	0	6	6	6
Tue Nov 20 08:47:02 2012	1353368822	0	6	6	6
Tue Nov 20 08:47:02 2012	1353368822	0	6	6	6
Tue Nov 20 08:47:02 2012	1353368822	0	6	6	6
Tue Nov 20 08:47:02 2012	1353368822	0	6	6	6
Tue Nov 20 08:47:02 2012	1353368822	0	6	6	6
Tue Nov 20 08:47:02 2012	1353368822	0	6	6	6
Tue Nov 20 08:47:02 2012	1353368822	0	6	6	6
Tue Nov 20 08:47:02 2012	1353368822	0	6	6	6
Tue Nov 20 08:47:03 2012	1353368823	0	6	6	6
Tue Nov 20 08:47:03 2012	1353368823	0	6	6	6
Tue Nov 20 08:47:02 2012	1353368822	0	7	7	7
Tue Nov 20 08:47:02 2012	1353368822	0	7	7	7
Tue Nov 20 08:47:02 2012	1353368822	0	7	7	7
Tue Nov 20 08:47:03 2012	1353368823	0	7	7	7
Tue Nov 20 08:47:02 2012	1353368822	0	7	7	7
Tue Nov 20 08:47:02 2012	1353368822	0	7	7	7
Tue Nov 20 08:47:02 2012	1353368822	0	7	7	7
Tue Nov 20 08:47:02 2012	1353368822	0	7	7	7
Tue Nov 20 08:47:02 2012	1353368822	0	7	7	7
Tue Nov 20 08:47:02 2012	1353368822	0	7	7	7
Tue Nov 20 08:47:02 2012	1353368822	0	7	7	7
Tue Nov 20 08:47:02 2012	1353368822	0	7	7	7
Tue Nov 20 08:47:02 2012	1353368822	0	7	7	7
Tue Nov 20 08:47:02 2012	1353368822	0	7	7	7
Tue Nov 20 08:47:02 2012	1353368822	0	7	7	7
Tue Nov 20 08:47:03 2012	1353368823	0	7	7	7
Tue Nov 20 08:47:02 2012	1353368822	0	7	7	0
Tue Nov 20 08:47:02 2012	1353368822	0	7	7	7
Tue Nov 20 08:47:02 2012	1353368822	0	7	7	7
Tue Nov 20 08:47:02 2012	1353368822	0	7	7	7
Tue Nov 20 08:47:02 2012	1353368822	0	7	7	7
Tue Nov 20 08:47:02 2012	1353368822	0	7	7	7
Tue Nov 20 08:47:02 2012	1353368822	0	7	7	7
Tue Nov 20 08:47:03 2012	1353368823	0	7	7	7
Tue Nov 20 08:47:02 2012	1353368822	0	7	7	7
Tue Nov 20 08:47:02 2012	1353368822	0	7	7	7
Tue Nov 20 08:47:03 2012	1353368823	0	7	7	7
Tue Nov 20 08:47:02 2012	1353368822	0	7	7	7
Tue Nov 20 08:47:02 2012	1353368822	0	7	7	7
Tue Nov 20 08:47:02 2012	1353368822	0	7	7	7
Tue Nov 20 08:47:03 2012	1353368823	0	7	7	7
Tue Nov 20 08:47:02 2012	1353368822	0	7	7	7
Tue Nov 20 08:47:02 2012	1353368822	0	7	7	7
Tue Nov 20 08:47:02 2012	1353368822	0	7	7	7
Tue Nov 20 08:47:02 2012	1353368822	0	7	7	7
Tue Nov 20 08:47:02 2012	1353368822	0	7	7	7
Tue Nov 20 08:47:02 2012	1353368822	0	7	7	7
Tue Nov 20 08:47:02 2012	1353368822	0	7	7	7
Tue Nov 20 08:47:02 2012	1353368822	0	7	7	7
Tue Nov 20 08:47:02 2012	1353368822	0	7	7	7
Tue Nov 20 08:47:02 2012	1353368822	0	7	7	7
Tue Nov 20 08:47:03 2012	1353368823	0	7	7	7
Tue Nov 20 08:47:02 2012	1353368822	0	7	7	7
Tue Nov 20 08:47:02 2012	1353368822	0	7	7	7
Tue Nov 20 08:47:02 2012	1353368822	0	7	7	7
Tue Nov 20 08:47:02 2012	1353368822	0	7	7	7
Tue Nov 20 08:47:02 2012	1353368822	0	7	7	7
Tue Nov 20 08:47:02 2012	1353368822	0	7	7	7
Tue Nov 20 08:47:02 2012	1353368822	0	7	7	7
Tue Nov 20 08:47:02 2012	1353368822	0	7	7	7
Tue Nov 20 08:47:02 2012	1353368822	0	8	8	8
Tue Nov 20 08:47:02 2012	1353368822	0	8	8	8
Tue Nov 20 08:47:02 2012	1353368822	0	8	8	6
Tue Nov 20 08:47:02 2012	1353368822	0	8	8	8
Tue Nov 20 08:47:02 2012	1353368822	0	8	8	8
Tue Nov 20 08:47:02 2012	1353368822	0	8	8	8
Tue Nov 20 08:47:02 2012	1353368822	0	8	8	8
Tue Nov 20 08:47:02 2012	1353368822	0	8	8	7
Tue Nov 20 08:47:02 2012	1353368822	0	8	8	8
Tue Nov 20 08:47:02 2012	1353368822	0	8	8	8
Tue Nov 20 08:47:02 2012	1353368822	0	8	8	8
Tue Nov 20 08:47:02 2012	1353368822	0	8	8	8
Tue Nov 20 08:47:02 2012	1353368822	0	8	8	8
Tue Nov 20 08:47:02 2012	1353368822	0	8	8	8
Tue Nov 20 08:47:02 2012	1353368822	0	8	8	8
Tue Nov 20 08:47:02 2012	1353368822	0	8	8	8
Tue Nov 20 08:47:02 2012	1353368822	0	8	8	8
Tue Nov 20 08:47:02 2012	1353368822	0	8	8	8
Tue Nov 20 08:47:03 2012	1353368823	0	8	8	8
Tue Nov 20 08:47:02 2012	1353368822	0	8	8	8
Tue Nov 20 08:47:02 2012	1353368822	0	8	8	8
Tue Nov 20 08:47:02 2012	1353368822	0	8	8	8
Tue Nov 20 08:47:02 2012	1353368822	0	8	8	8
Tue Nov 20 08:47:02 2012	1353368822	0	8	8	8
Tue Nov 20 08:47:02 2012	1353368822	0	8	8	8
Tue Nov 20 08:47:02 2012	1353368822	0	8	8	8
Tue Nov 20 08:47:02 2012	1353368822	0	8	8	8
Tue Nov 20 08:47:02 2012	1353368822	0	8	8	8
Tue Nov 20 08:47:02 2012	1353368822	0	8	8	8
Tue Nov 20 08:47:02 2012	1353368822	0	8	8	8
Tue Nov 20 08:47:02 2012	1353368822	0	8	8	8
Tue Nov 20 08:47:02 2012	1353368822	0	8	8	8
Tue Nov 20 08:47:02 2012	1353368822	0	8	8	8
Tue Nov 20 08:47:02 2012	1353368822	0	8	8	8
Tue Nov 20 08:47:02 2012	1353368822	0	8	8	8
Tue Nov 20 08:47:02 2012	1353368822	0	8	8	8
Tue Nov 20 08:47:02 2012	1353368822	0	8	8	8
Tue Nov 20 08:47:02 2012	1353368822	0	8	8	8
Tue Nov 20 08:47:02 2012	1353368822	0	8	8	8
Tue Nov 20 08:47:02 2012	1353368822	0	8	8	8
Tue Nov 20 08:47:02 2012	1353368822	0	8	8	8
Tue Nov 20 08:47:02 2012	1353368822	0	8	8	8
Tue Nov 20 08:47:02 2012	1353368822	0	8	8	8
Tue Nov 20 08:47:02 2012	1353368822	0	8	8	8
Tue Nov 20 08:47:02 2012	1353368822	0	8	8	8
Tue Nov 20 08:47:02 2012	1353368822	0	8	8	8
Tue Nov 20 08:47:02 2012	1353368822	0	8	8	8
Tue Nov 20 08:47:02 2012	1353368822	0	8	8	8
Tue Nov 20 08:47:02 2012	1353368822	0	8	8	8
Tue Nov 20 08:47:02 2012	1353368822	0	8	8	8
Tue Nov 20 08:47:02 2012	1353368822	0	8	8	8
Tue Nov 20 08:47:02 2012	1353368822	0	8	8	8
Tue Nov 20 08:47:02 2012	1353368822	0	8	8	8
Tue Nov 20 08:47:02 2012	1353368822	0	8	8	8
Tue Nov 20 08:47:02 2012	1353368822	0	8	8	8
Tue Nov 20 08:47:02 2012	1353368822	0	8	8	8
Tue Nov 20 08:47:02 2012	1353368822	0	8	8	8
Tue Nov 20 08:47:02 2012	1353368822	0	8	8	8
Tue Nov 20 08:47:02 2012	1353368822	0	8	8	8
Tue Nov 20 08:47:02 2012	1353368822	0	8	8	8
Tue Nov 20 08:47:02 2012	1353368822	0	8	8	8
Tue Nov 20 08:47:02 2012	1353368822	0	8	8	8
Tue Nov 20 08:47:02 2012	1353368822	0	8	8	8
Tue Nov 20 08:47:02 2012	1353368822	0	8	8	8
Tue Nov 20 08:47:02 2012	1353368822	0	8	8	8
